Postnumber;Date;Author;Comment
post-11089;04/07/2015  09:43;Kattel;Hallo  Mia,leider  habe  ich  noch  kein  Lieblingsrezept,  da  ich  ehrlich  gesagt  noch  nie  selber  Smoothies  gemacht  habe.  Leider  fehlen  mir  die  entspr.  Gerätschaften  -).  Ich  muss  aber  gestehen,  dass  ich  fast  süchtig  nach  Smoothies  bin  und  mir  immer  die  verschiedensten  Sorten  im  Supermarkt  kaufe,  auch  wenn  ich  weiß,  dass  diese  nicht  die  gesündesten  sind  und  eigentlich  echt  teuer.  Ich  bin  ein  großer  Fan  der  neuen  grünen  Smoothies.  Ich  finde  deshalb  Dein  Rezept  echt  super.  Ansonsten  liebe  ich  Mango,  Pfirsich  und  Beeren  super.LG  Kattel
post-11089;04/07/2015  10:24;Emma;Hallo  Mia,momentan  mache  ich  meine  Smoothies  mit    einem  nicht  so  tollen  Pürierstab  (Eiswürfel  zerschreddern  ist  nicht  drin,  geforene  Früchte  auch  nicht)  Mein  Lieblingsrepzept  ist  mit  Himbeeren  (100g),  eiskalter  Orangensaft  (200ml),  2,5  EL  Quark  und  ein  wenig  braunem  Zucker,  dann  pürrieren.  Zum  Schluss  mit  2  Eiswürfeln  „dekorieren“.
post-11089;04/07/2015  11:01;Alicia;Ich  liebe  eine  Kombination  aus  avocado,  mandel,  gurke,  matcha  mit  sojamilch  und  agavendicksaft.
post-11089;04/07/2015  11:07;Ines;Aus  einer  Tasse  Erdbeeren,  ca  10  Blatt  Minze,  200g  Joghurt  oder  Kefir  und  Honig  zum  Süssen  wird  ein  erfrischender  und  leckerer  „Smutschi“  (O-Ton  vom  Tochterkind).  Leider  gibts  den  zu  selten,  es  geht  uns  wie  dir,  immer  den  großen  Mixer  anwerfen  lohnt  nicht  immer,  daher  nehmen  wir  dafür  den  Pürrierstab.  1  Dose  kokosmilch  und  2  Handvoll  gefrorene  Ananasstücke  mit  Honig  gibt  auch  ein  leckeres  Getränk,  dafür  nehmen  wir  dann  den  Blender.
post-11089;04/07/2015  12:14;Junis;Ein  Viertel  Wassermelone,  dazu  ein  Schuss  Zitronensaft  und  eine  Tasse  Erdbeeren:  Die  Mischung  finde  ich  derzeit  zumindest  schön  erfrischend!
post-11089;04/07/2015  13:41;Nadine;Mein  liebster  Smoothie  besteht  aus  Bananen,  Kiwis,  Orangen  und  Radieschen  🙂
post-11089;04/07/2015  15:25;Lysann;Hallo  Mia,ich  liebe  grüne  Smoothies.  🙂  Dazu  mixe  ich:  Feldsalat  1  Zitrone  1  Banane  Erdbeeren  Apfel  Orangen  Ingwer  Wasser  ApfelsaftLiebe  Grüße  und  ein  schönes  Wochenende  Lysann
post-11089;04/07/2015  17:25;Maren;hallo  Mia,Das  Teil  sieht  ja  super  aus,  vor  allem,  weil  die  Flaschen  dicht  sind  –  mixen,  ab  in  den  Rucksack  und  auf  zur  Arbeit.Mein  momentaner  Liebling:Zwei  Handvoll  Spinat  (ich  friere  junge  Blätter  ein)  200ml  Buttermilch  1  Banane  1  Handvoll  Eiswürfel  1  El  Backkakao  Stevia  (wer  will)  SO  GUT!
post-11089;04/07/2015  17:38;Elisabeth  W.;Mein  liebster  Smothie,  der  Himbeer-Kiwi  Smoothie,  besteht  aus  einer  Kiwi,  einer  halben  Banane  und  einer  Schale  Himbeeren  🙂  Dazu  kommt  ein  halbes  Glas  Milch  und  gleicher  Menge  Orangenaft,  sowie  etwas  Honig.
post-11089;04/07/2015  18:01;Anni;Ui,  das  ist  ja  ein  tolles  Gerät!  Vorallem  die  To-Go-Becher  sind  praktisch,  dann  kann  man  auch  unterwegs  frische  Smoothies  trinken:)  Ich  mag  am  liebsten  fruchtige  Kombis.  Und  am  besten  jetzt  im  Sommer,  da  Mixe  ich  alles  was  Mamas  Garten  gerade  so  hergibt  momentaner  Favorit:  eine  reife  Banane  Heidelbeeren  Himbeeren  Schwarze  Johannisbeeren  Griechischer  Joghurt  (oder  Vanillejoghurt)  Ein  Schuss  Mineralwasser  Honig  zum  süßen
post-11089;04/07/2015  21:14;Susanne;Mango-Lassi:  1  reife  Mango,  1  Becher  Natur-Joghurt,  200  ml  Wasser,  Agaven-Dicksaft  für  etwas  mehr  Süße,  Zimt,  Nelkenpulver,  Kardamom.  Am  besten  nach  der  Yogastunde  …Grüße  aus  der  Pfalz,  Susanne
post-11089;05/07/2015  00:32;Jilli;Ich  liebe  es  simpel.  Erdbeeren,  Banane  und  Sojajoghurt  machen  meinen  perfekten  Smoothie  aus  :)!
post-11089;05/07/2015  11:05;Anika;Einfach  aber  megalecker:  1  Banane  1  Kiwi  1  Apfel  und  ein  bisschen  Limettensaft
post-11089;05/07/2015  12:32;Kathrin;Mein  liebster  Smoothie  besteht  aus  1x  Banane,  2x  Aprikosen,  1x  frisch  gepressten  Orange,  eine  Handvoll  Spinat,  2x  Minzblätter  und  Wasser  nach  Bedarf.
post-11089;05/07/2015  17:34;Tina  K.;Also  meine  liebste  Smoothiemischung  ist  recht  simple,  da  ich  meist  garnicht  so  viel  verschiedenes  Obst  da  habe..aber  wenn!  Dann  muss  es  Maracuja,  Ananas  und  Kokosmilch  sein.  Das  ist  so  meine  absolute  Lieblingsmischung  🙂  Meist  mir  Dosenananas,  weil  sie  oft  weicher  ist  🙂  Manchmal  hau  ich  auch  noch  paar  Himbeeren  aus  dem  Garten  mit  rein.  Aber  das  mag  ich  nicht  immer  🙂
post-11089;05/07/2015  21:21;Bianca;Hi,  dein  Bericht  macht  Lust  auf  Smoothie  🙂  mein  lieblingsrezept  für  dich,  ein  grüner  Smoothie:  Gurke,  Zucchini,  Minze,  grüne  Trauben,  etwas  frischen  Limettensaft,  1  TL  gemahlene    Hanfsamen  (für  die  Proteine,  gibt’s  im  Bioladen)
post-11089;05/07/2015  22:55;Steffi;Ich  mixe  meine  Fruchtsmoothies  gerne  aus  Erdbeeren,  Pfirsich,  Banane  und  Mango  🙂Liebe  Grüße  Steffi
post-11089;06/07/2015  09:33;Sandra;Grün,  grün,  bischen  gelb!
post-11089;06/07/2015  09:57;steph;orangen  Himbeeren  Avocadokling  komisch  ist  aber  sehr  sehr  lecker-  viel  orange,  etwas  Himbeeren  und  nur  wenig  Avocado  ***  yummy  in  my  tummy  ***
post-11089;06/07/2015  10:01;sabine;Liebe  Mia,  wenn  ich  einen  smoothiemaker  hätte,  würde  ich  es  mit  Apfel,  rote  Beete  und  Limettensaft  probieren,  schon  weil  ich  die  Farbe  so  gut  finde  :-).  Liebe  Grüße,  Sabine
post-11089;06/07/2015  13:57;Ina;Hallo  Mia,  einen  wunderbaren  Bericht  hast  du  verfasst  und  die  Smoothies  sehen  toll  aus.  Ich  fordere  die  Glücksfee  mal  heraus  und  verrate  hier  meinen  liebsten  Smoothie:  Himbeer-Rote  Beete-Spinat-Mango-Limette.Sonnige  Grüße,  Ina
post-11089;06/07/2015  15:49;Anne;Mein  alter  Mixer  hat  vor  2  Wochen  den  Geist  aufgegeben,  daher  würd  der  Gewinn  super  passen  🙂  In  meinen  liebsten  Smoothie  kommt  Kokosnussdrink  von  Alpro,  Brombeere,  Aprikose,  Ingwer  und  auch  ein  Hauch  Zimt.  Zimt  und  Ingwer  funktionieren  so  gut  im  Smoothie  zusammen  <3
post-11089;06/07/2015  16:32;Olli;Moin  liebe  Chaotin,mein  Lieblingssmoothie  besteht  aus:–  Mangold  –  Rucola  –  Erdbeeren  –  Grapefruit  –  Wallnüssen,  ein  Schluck  Öl  und  etwas  Wasser.Wohl  bekomm’s  🙂VG  Olli
post-11089;06/07/2015  17:12;Kea;Meine  liebsten  sind  mit  Beeren  (Erdbeeren,  Himbeeren,  Blaubeeren)  und  dazu  Banane  oder  Buttermilch.  Grüne  Smoothies  habe  ich  noch  nicht  probiert,  es  reizt  mich  aber  schon.  Ich  fürchte  nur  mein  Pürierstab,  den  ich  zur  Zeit  nehme,  käme  damit  nicht  zurecht.  Liebe  Grüße  Kea
post-11089;06/07/2015  17:29;Lili;Der  beste,  erfrischendste  und  leckerste  Sommersmoothie  besteht  aus  Himbeeren,  einer  Mango,  Kokoswasser,  Chiasamen  und  Agavendicksaft  😉
post-11089;06/07/2015  17:47;Janina;Wir  verwenden  meist  was  der  Obstkorb  und  das  Tiefkühlfach  hergibt,  aber  am  liebsten:Mango  Banane  Heidelbeeren  Avocado  Spritzer  Limettensaft  gefrorener  Spinat  (dann  ist’s  direkt  grün  und  kalt  -D)Liebste  Grüße,  Janina
post-11089;06/07/2015  19:34;Lesley;oh,  der  sieht  ja  toll  aus!  <3  ich  liebe  die  Kombi  aus  Honigmelone,  Kokos  und  Himbeere,  vielleicht  mit  ein  bisschen  Limette  oder  Minze….  Würde  ich  gewinnen,  würde  ich  nichts  anderes  mehr  zu  mir  nehmen  🙂
post-11089;06/07/2015  20:44;Maren;Der  Smoothiemaker  sieht  richtig  schick  aus,  da  versuche  ich  doch  auch  mal  mein  Glück.  😉  Mein  Lieblingsrezept  ist  simpel,  aber  super  lecker:  Erdbeeren  (wahlweise  auch  Himbeeren),  1  Banane,  O-Saft  und  etwas  Honig.Liebe  Grüße  Maren
post-11089;06/07/2015  22:07;Anni;Ich  liebe  Smoothies  <3  Besonders  mag  ich  die  Kombination  aus  Banane,  Ananas  und  Kokoswasser.
post-11089;06/07/2015  22:53;Melanie;Mein  liebster  Smoothie  besteht  aus  Erdbeeren,  einer  halben  Avocado,  Mango,  etwas  Banane,  Mandelmilch  und  Chia  Samen  🙂
post-11089;09/07/2015  17:34;Nicole  Sch;Uuund?  Schon  verlost?  Ich  würd  so  gerne  lesen,  dass  das  paket  zu  mir  geht
post-11082;26/06/2015  11:26;Conni;Toller  Beitrag!  Zu  der  Erkenntnis  zu  gelangen  dass  es  um  den  Wohlfühlkörper  geht  und  nicht  um  das  Idealgewicht  ist  das  tollste  Geschenk  das  man  sich  selbst  machen  kann.
post-11082;26/06/2015  11:30;Nadine;„und  wenn  ich  die  komplette  Wohnung  am  Stück  sauge  oder  gar  wische,  muss  ich  mich  danach  umziehen,  weil  ich  unfreiwillig  Batik  trage.“  Wie  gut  ich  mich  mit  dieser  Aussage  identifzieren  kann!  😀  Meine  Fitness  leidet  auch  sehr  und  ich  bin  total  gespannt  wie  du  die  motivieren  konntest  und  was  für  Themen  du  aufgreifen  wirst.  Sehr  schöner  Artikel!  ♥liebste  Grüße,  Nadine
post-11082;26/06/2015  11:32;Oliver;Hallo  Mia,  finde  ich  total  genial,  dass  du  so  offen  über  dieses  Thema  schreibst,  immerhin  ist  es  doch  ziemlich  wichtig.  Bei  mir  wars  ähnlich,  ich  hab  zwar  früher  auch  immer  ein  bisschen  Sport  gemacht  wie  Radfahren  und  der  gleichen,  aber  so  eine  richtige  Sportskanone  war  ich  nie.  Durch  einen  Freund  kam  ich  schließlich  auf  Triathlon,  ja  ich  weiß,  von  einem  Extrem  ins  andere.  🙂  Im  letzten  Jahr  hab  ich  mich  dann  intensiv  mit  Sport  und  Ernährung  beschäftigt,  vielleicht  etwas  zu  intensiv.  Ich  hab  Kalorien  gezählt  und  penible  genau  darauf  geachtet  was  ich  esse  und  was  nicht.  Irgendwie  bin  ich  dann  bei  62kg  auf  187cm  gelandet.  🙁  da  hat  es  bei  mir  Klick  gemacht,  so  kanns  nicht  weitergehen.  Mitlerweile  ist  Essen  für  mich  wieder  eine  Wohltat  und  ein  Vergnügen.  Essen  muss  wie  du  schon  sagst  SPASS  machen.  Ich  bin  auch  begnadeter  Koch  und  gönne  mir  jetzt  jeden  Tag  meine  kleine  Süssigkeit  denn  Sport  ist  noch  immer  mein  Leben.  So,  nun  zu  dem  was  ich  eigentlich  damit  sagen  wollte.  Passt  auf  was  ihr  mit  eurem  Körper  macht,  genießt  das  Leben  und  vorallem  das  Essen.  Denn  es  gibt  nichts  besseres  als  ein  gemütlich  Essen  unter  Freunden  oder  der  Familie.  Und  Mia,  du  hast  natürlich  vollkommen  recht,  man  muss  sich  in  seinem  Köper  wohlfühlen.  aber  manchmal  bekommt  man  leider  durch  diverse  Magazine  oder  Hypes  ein  falschen  Gefühl  vermittelt  was  richtig  oder  falsch  ist.  Ich  freu  mich  daher  schon  wieder  auf  deine  nächsten  Kuchenrezepte  damit  ich  wieder  was  zum  Nachkochen  habe.  glg,  Olli
post-11082;26/06/2015  11:39;Meike;Hallo  Mia,erstmal  ein  riesen  Lob  an  dich  für  diesen  Post!  Toll  gemacht!  Auf  die  Freitagsthemen  freue  ich  mich  ganz  besonders,  denn  mir  ging/geht  es  ähnlich  wie  dir.  Nachdem  ich  vor  über  einem  Jahr  mit  dem  Rauchen  aufgehört  habe,  fing  mein  Körper  an,  sich  zu  verändern.  Hier  ein  bisschen  mehr,  dort  etwas  mehr.  *grml*  Habe  mich  kurze  Zeit  später,  sehr  unwohl  gefühlt,  mit  „nur“  6kg  mehr.  Aber  vor  der  Veränderung  konnte  ich  alles  essen,  ohne  Sport  und  Diät,  ohne  auch  nur  1gr  zu  zunehmen.  Die  Umstellung  war  schwer  zu  verkraften,  zumal  ich  mit  Sport  und  besserer  Ernährung  nichts  gemein  hatte.  Heute  kann  ich  mir  ein  Leben  ohne  Sport  und  Overnight  Oats  kaum  mehr  vorstellen.  50km  Fahrradfahren  am  Tag  –  kein  Problem  😀  Und  damit  schmeckt  der  Haselnuss-Eis  mit  Erdbeeren  und  Schokisoße  gleich  viel  besser  😉Bis  Freitag  🙂  Lg  Meike
post-11082;26/06/2015  11:40;Carla;Ein  super  Post,  danke  dafür!  Ich  denke  unterdessen  auch  eher  an  Wohlfühlfigur  statt  an  Wohlfühlgewicht.  Meine  Erfahrung  sagt  mir  nämlich:  Auch  wenn  ich  noch  ein  paar  Kilo  abnehme,  die  Form  von  meinem  Bauch  stört  mich  dann  immer  noch.  Aber  dafür  zeichnen  sich  dann  langsam  Rippen  ab,  was  ich  furchtbar  hässlich  an  mir  finde.  Also  versuche  ich  weniger  über  mein  Gewicht  nachzudenken  und  mehr  Sport  zu  machen,  denn  –  oh  Wunder  –  mit  etwas  strafferem  Körper  fühle  ich  mich  gleich  viel,  viel  wohler  🙂  Geschlemmt  wird  auch  immer  wieder  mal  (was  wäre  das  Leben  schon  ohne  gutes  Essen)  aber  eben  nicht  täglich.  Mit  dieser  Mischung  fahre  ich  ganz  gut.  Bin  gespannt,  was  du  uns  die  nächste  Zeit  so  alles  zeigen  wirst!  Liebe  Grüße,  Carla
post-11082;26/06/2015  11:44;Louisa;Super  Thema!  Ich  freue  mich  drauf.  Bei  mir  war  es  auch  der  1.1.  es  ging  dabei  nur  um  5-6  kg.  Da  ich  mit  dem  Punkte  zählen  auch  gute  Erfahrung  gemacht  habe,  hab  ich  es  wieder  mal  versucht.  5  Monate  habe  ich  durchgehalten.  War  zwar  leichter  aber  dafür  auch  ständig  schlecht  gelaunt,  genervt  vom  Essen  wiegen  und  ständig  das  Gefühl  zu  haben  nicht  zu  dürfen  oder  oder  oder.  Ich  hab  also  seit  Juni  wieder  aufgehört.  Die  Kilos  wahrscheinlich  auch  wieder  drauf  (war  seit  dem  lieber  nicht  auf  der  Waage)  aber  ich  bin  wieder  glücklicher!  Ich  achte  immer  noch  auf  mein  Essen  habe  auch  viele  Gewohnheiten  in  meinen  Alltag  übernommen  aber  ich  hab  kein  Männchen  mehr  im  Kopf  der  immer  fragt  „na  ob  du  das  jetzt  noch  essen  darfst…“  Was  mir  jetzt  noch  fehlt  ist  weitere  Sportmotivation.  Ich  finde  Sport  doof,  hab  zwar  ein  zwei  Sachen  für  mich  entdeckt  aber  die  sind  nicht  so  „schnell  gemacht“  wie  das  kurze  Laufschuhe  anziehen  und  losrennen.  Aber  auch  da  wird  wieder  die  Zeit  für  kommen!  Ich  freue  mich  auf  deine  thementage!  Liebe  Grüße  louisa
post-11082;26/06/2015  11:50;sandra;…kommt  dann  noch  die  Diagnose  „Rücken“  –  Danke  Horst  Schlämmer  🙂  –  dazu,  freut  man  oder  Frau  sich  über  wiedergewonnene  Beweglichkeit  durch  bewussteres  Leben  und  Essen,  der  Mix  macht  es  und  nicht  die  Sprüche  der  wohlmeinenden  Gesellschafft:  du  hast  ja  toll  abgenommen!!!  Danke,  Gesund  wäre  lieber……  😉  LG  Sandra
post-11082;26/06/2015  12:05;Aska;Ein  schöner  Artikel  liebe  Mia.Ich  bin  schon  sehr  gespannt  auf  das,  was  da  von  dir  an  Rezepten  und  Beiträgen  noch  kommen  wird.  Selber  bin  ich  (durch  Kortisoneinnahme  und  lange  Fehlbehandlung  -besser  gesagt:  NICHTbehandlung-  der  Schilddrüse)  sehr  stark  übergewichtig.  Über  jedes  Kilo,  dass  ich  verliere,  freue  ich  mich  sehr.  Mittlerweile  bin  ich  aber  nicht  mehr  gefrustet,  wenn  das  nicht  klappt.  Da  ich  mittlerweile  weiß,  dass  es  einfach  an  den  Medikamenten  und  den  Erkrankungen  liegt.Auch  habe  ich  früher  viel  Sport  gemacht.  Bin  geschwommen,  habe  getanzt,  bin  geradelt  und  habe  Basketball  gespielt.  Tanzen  und  Basketball  fielen  nach  einem  Sportunfall  weg.  Radeln  und  schwimmen  erst  seitdem  ich  nicht  mehr  richtig  schlafen  kann  (ich  bin  in  Behandlung,  es  gibt  aber  kein  Mittel  gegeben  Alpträume).  Ich  versuche  einfach  das  Beste  daraus  zu  machen,  gehe  spazieren,  wenn  die  Kraft  ausreicht  und  ernähre  mich  einfach  bewusst.  Für  mich  gehört  der  eine  Muffin  am  Tag  einfach  dazu.Süßkram,  Chips  sind  nahezu  rigeros  vom  Speiseplan  gestrichen.  Unverträglichkeiten  haben  in  der  Hinsicht  durchaus  auch  einen  Vorteil  *grins*.Kalorien  zählen  oder  Punkte  zählen  wären  für  mich  jedoch  nichts,  da  bin  ich  einfach  nicht  der  Mensch  für…Übrigens:  Meine  Einkäufe  kommen  in  einen  Hackenporsche,  der  mich  seit  meinem  20.  Lebensjahr  begleitet  😉  .  Mittlerweile  schon  der  3.  –  aber  der  ist  jetzt  auch  schon  10  Jahre  alt  und  tut  noch  treu  seine  Dienste.
post-11082;26/06/2015  12:33;Romy;Hallo  Mia!  Ich  kann  mich  in  deinem  Post  sehr  gut  wiederfinden.  Ein  paar  Kilo  weniger  auf  den  Hüften,  mich  wieder  wohler  in  meinem  Körper  fühlen  –  das  sind  genau  die  Dinge,  die  ich  auch  möchte.  Vielleicht  kannst  du  ja  an  deinem  Thementag  ein  paar  Tipps  für  sportliche  Aktivitäten  geben,  die  Spaß  machen?  Ich  hab  leider  noch  nicht  so  wirklich  was  gefunden,  das  ich  gerne  mache.  Yoga  geht,  aber  zu  allem  anderen  muss  ich  mich  hinprügeln  und  finde  dann  leider  immer  tausend  Ausreden,  warum  ich  es  ausfallen  lasse…  Liebe  Grüße,  Romy
post-11082;26/06/2015  13:46;Sarah;Liebe  Mia,ein  schöner  Beitrag.  Mir  geht  es  da  ähnlich,  wie  dir.  Beziehung  und  foodbloggen  können  Kalorienbomben  sein  🙂  Deswegen  gibt  es  mir  seit  Anfang  des  Jahres  den  #fitfriday  im  Blog.  Ich  lade  jede  Woche  Gastblogger  ein,  ein  gesundes  Rezept  vorzustellen.  Wenn  du  magst,  schau  gerne  vorbei.Bin  gespannt  auf  deine  gesunden  Gerichte.LG  Sarah
post-11082;26/06/2015  14:43;Janna;Super!  Dein  Post  gleicht  in  etwa  meiner  Entwicklung  und  ich  freue  mich,  hier  Freitags  Teil  zu  haben  und  mir  doch  noch  den  ein  oder  anderen  Trick  abzuschauen,  Wohlfühlkörper  ist  nämlich  auch  bei  mir  das  Ziel  😉Liebste  Grüße  Janna
post-11082;26/06/2015  15:20;Katha;Haha,  liebe  Mia,  wie  wunderbar  und  humorvoll  du  das  geschrieben  hast  <3  ich  muss  gestehen,  ich  hatte  nie  solche  Probleme,  aber  ich  kann  es  mir  gut  vorstellen  und  ich  versuche  auch,  mich  gesund  zu  ernähren  😉  ich  liebe  deine  Rezepte  außerdem,  dein  rote-Beete-carpaccio  ist  bei  mir  ein  Klassiker  geworden!  Außerdem  bist  du  wunderhübsch!  Ganz  liebe  Grüße,  Katha(liebtcupcakes  auf  insta)  😉
post-11082;26/06/2015  16:20;Wonderful  Pieces;Hi  Mia,  ein  interessantes  Thema.  Ich  habe  ähnliche  Probleme  wie  du.  Für  mich  ist  die  Zahl  auf  der  Waage  auch  zweitrangig,  viele  würden  vielleicht  sagen  das  ist  in  Ordnung  (im  meinen  Augen  allerdings  verteilt  auf  1,60  m  nicht).  Allerdings  bin  ich  mit  mir  selber  nicht  zufrieden  und  fühle  mich  dementsprechend  auch  nicht  mehr  so  wohl.  So  5-8  kg  weniger  bzw.  einfach  eine  schöne,  sportliche  Figur  wären  schon  schön.  Ich  habe  es  auch  schon  mit  der  Insulin-Trennkost  versucht,  aber  ich  möchte  auch  nicht  ewig  darauf  achten,  ob  da  jetzt  Kohlenhydrate  drin  sind  oder  nicht.  Und  der  liebe  Sport…  das  sieht  man  auch  an  den  Oberschenkeln,  dass  hier  wenig  gemacht  wurde,  nachdem  die  Dellen  auch  nicht  weniger  werden  😉  Ich  weiß  dass  ich  was  ändern  muss  aber  ich  esse  einfach  zu  gerne.  Ich  würde  nichtmal  sagen  sehr  ungesund,  aber  vielleicht  einfach  zu  viel.  Und  zu  wenig  Bewegung.  Aber  der  Schweinehund  ist  sooo  groß…Liebe  Grüße  Nicole
post-11082;26/06/2015  16:25;Nika;Liebe  Mia,  Danke  für  diesen  großartigen  Beitrag  und  den  Start  deiner  Reihe.  Ich  freue  mich  sehr  darauf  und  bin  gespannt  und  mir  gleichzeitig  auch  sicher,  dass  ich  ganz  viel  für  mich  mitnehmen  werde.  Lustigerweise  habe  ich  mich  heute  auch  da  angemeldet,  wo  man  Punkte  zählt.  Ohne  vorher  deinen  neusten  Beitrag  gelesen  zu  haben  (zur  Zeit  gibt  es  bei  auf  der  Homepage,  wo  man  Gutscheine  kaufen  kann,  so  eine  Aktion  für  die  Online-Punkte-Zählerei  😉  )  Das  kam  mir  total  gelegen,  denn  ich  wollte  es  eigentlich  auch  schon  längst  (spätestens  seit  dem  1.1.)  angegangen  sein  und  habs  dann  doch  nicht  gemacht.  Aber  heute  dann..  Und  da  kam  dein  Post  wie  gerufen!  Vielen  Dank.Liebe  Grüße  Nika  (von  Little  Tiger)
post-11082;26/06/2015  20:58;Susanne;Toller  Bericht  der  so  ziemlich  genau  dem  entspricht  was  ich  so  in  den  letzten  1,5  Jahren  durchlebt  bzw  erlebt  habe.  Irgendwann  hat  man  dann  mal  eine  gute  Balance  zw.  Genuss  und  Verzicht  –  Faulsein  und  Bewegung  gefunden  ohne  dass  es  krampfig  wird.  Ich  reiss  mich  Kalorientechnisch  unter  der  Woche  möglichst  am  Riemen  und  schränke  die  Süßigkeiten  ein-  am  Wochenende  wird  aber  immer  mindestens  ein  Kuchen  ohne  Rücksicht  auf  Verluste  gebacken  :  )
post-11082;26/06/2015  22:13;Carolin;Ich  bin  dabei!  Ich  musste  hormonbedingt  meine  Ernährung  umstellen  und  freu  mich  auf  den  Themenfreitag,  der  mich  hoffentlich  inspirieren  und  motivieren  wird  🙂  Ich  bewege  mich  gern,  mache  aber  keinen  richtigen  Sport.  Darum  bin  ich  gerade  bei  leckeren,  aber  gesünderen  Rezepten  oder  einfach  ein  bisschen  Tschakka-Motivation  freitags  gern  dabei  🙂
post-11082;26/06/2015  22:54;Dami;Liebe  Mia,  das  klingt  wirklich  ganz  wunderbar  und  ich  kann  mich  sehr  gut  in  deine  damalige  Situation  versetzen.  Ich  versuche  schon  seit  Jahren  immer  wieder  abzunehmen  mit  Kalorienzählen  😀  Klappt  immer  max.  2  Wochen  und  dann  ist  wieder  Schluss.  Mich  würde  sehr  interessieren  wie  du  es  geschafft  hast  dich  auf  Dauer  zum  Joggen  zu  motivieren.  Egal  bei  welchem  Wetter.  Ganz  liebe  Grüße,  Dami  🙂
post-11082;27/06/2015  08:30;Lynn;Liebe  Mia,  ein  toller  Beitrag!  Herzlichen  Glückwunsch  zu  deiner  Wohlfühlfigur,  deinem  neunen  Selbstbewusstsein  und  dass  du  es  geschafft  hast  den  richtigen  Weg  für  dich  zu  finden!  Ich  habe  tatsächlich  gerade  kurz  überlegt,  ob  ich  nicht  den  unzähligen  Auffordrungen  meines  Freundes  „mal  mit  zulaufen“  nicht  doch  mal  nachkomme  und  Laufschuhe  kaufe  statt  immer  nur  modische  Sneakers.  Ich  bin  gespannt  auf  deinen  Themenfreitag!  Liebe  Grüße  Lynn
post-11082;27/06/2015  09:53;Dorrit;Hallo  Mia,ich  bin  begeistert!  Irgendwie  ist  ja  doch  jeder  mit  dem  Thema  fit  bleiben  und  gesund  kochen  in  Kontakt.  Die  Kombi  von  gesund  und  genießen  finde  ich  höchst  spannend  und  freue  mich  jetzt  schon  riesig  über  viele  leckere  Alltagstipps  und  Rezepte,  die  einen  das  (Koch/Back-)Leben  weiterhin  genießen  lassen,  aber  man  danach  nicht  tagelang  fasten  muss  😀Liebe  Grüße  und  weiter  so!  Dorrit
post-11082;27/06/2015  14:38;Kiki;Ein  absolut  genialer  Beitrag.  Ich  hab  mich  in  so  manch  einer  Aussage  absolut  wiedererkannt  (Der  Mariah  Carey  Moment  –  den  hatte  ich  auch).  Ich  finde  der  Artikel  hat  auch  wirklich  seine  Berechtigung.  Warum  sollten  wir  Blogger  immer  so  tun,  als  ob  wir  uns  im  Namen  des  Genusses  jeden  Tag  schon  zum  Frühstück  Cheesecake  und  Donuts  geben  würden  ohne  dabei  nur  mit  der  Wimper  zu  zucken.  Muss  mich  mittlerweile  leider  auch  etwas  disziplinieren.  Ich  führe  zwar  jeden  Tag  aufs  neue  einen  Krieg  mit  dem  inneren  Schweinehund  (  Die  Kreativität,  die  ich  bei  meinen  HeutemalkeinSport  –  Ausreden  zeige  erstaunt  mich  bisweilen  selbst)  aber  wat  muss  dat  muss  halt  mal!  Halte  durch!  Achja:  Versuch  doch  mal  Kettlebell  Training.  Das  find  ich  wirklich  unglaublich  effektiv!  Vlg  Kiki
post-11082;02/07/2015  10:52;Ina;Das  ist  ein  ganz  wunderbarer  Post.  Vielen  Dank  dafür.  Ich  würde  sagen,  ich  stehe  gerade  an  dem  Punkt,  an  dem  du  wohl  am  Anfang  deiner  Überlegungen  standest.  Ich  fühle  mich  unwohl  und  würde  am  liebsten  jeden  Tag  Zelte  tragen.  Nachdem  ich  letztes  Jahr  das  Rauchen  aufgehört  habe  und  die  Pille  abgesetzt  habe,  sind  die  Kilos  nur  so  auf  mich  los  gegangen.  Gut,  selbst  Schuld  kann  man  sagen,  wenn  man  eine  Ersatzbefriedigung  in  Süßem  sucht  und  dabei  nur  faul  herumsitzt.  Daher  fände  ich  einen  „Motivationspost“  von  dir  ganz  toll  -o)  Wie  hast  du  es  geschafft,  den  inneren  Schweinehund  zu  überwinden?  Muss  es  immer  ein  „Bezahlprogramm“  sein  oder  gibt  es  Tipps,  die  du  „Einzelkämpfern“  geben  kannst?Liebe  Grüße,Ina
post-11056;23/06/2015  08:15;Blütenstempel;Rezept  ist  notiert….Mein  Sommersalat  ist  klassisch…  viele  verschiedene  Blattsalate,  vielleicht  ein  kleines  Topping  –  Schafskäse  oder  Pinienkerne  –  leckeres  Dressing…  das  wars!Liebe  Grüsse  andrea
post-11056;23/06/2015  08:16;elli;ich  habe  die  dose  letztens  erst  bei  einer  freundin  bewundert!  mein  lieblingssalat  ist  ganz  klassisch  tomate  mozzarella!  lg
